"ID","영문식별자(Key)","기술명(한국어)","기술명(영어)","타입(Type)","분류(Category)","위력(Power)","명중률(Accuracy)","기본PP","한국어설명(Description Ko)","영어설명(Description En)"
"736","glitzy-glow","콸콸오라","glitzy-glow","psychic","special","80","95","15","염동력을 한가득 날린다. 상대의 특수공격을 약하게 만드는 이상한 장막을 만든다.","This move summons Light Screen for 5 turns upon use."
"737","baddy-bad","아그아그존","baddy-bad","dark","special","80","95","15","악함을 어필해서 공격한다. 상대의 물리공격을 약하게 만드는 이상한 장막을 만든다.","This move summons Reflect for 5 turns upon use."
"738","sappy-seed","쑥쑥봄버","sappy-seed","grass","physical","100","90","10","거대한 덩굴을 자라게 하고 씨를 흩뿌려서 공격한다. 씨는 매 턴 상대의 HP를 흡수한다.","This move summons Leech Seed on the foe."
"739","freezy-frost","꽁꽁프로스트","freezy-frost","ice","special","100","90","10","차갑게 얼어붙은 흑안개의 결정으로 공격한다. 전원의 능력 변화를 원래대로 돌린다.","Resets the stat stages of all active Pokemon to 0."
"740","sparkly-swirl","반짝반짝스톰","sparkly-swirl","fairy","special","120","85","5","숨 막힐 듯 진한 향기의 회오리로 상대를 휘감아 공격한다. 같은 편의 상태 이상을 회복한다.","Every Pokemon in the user's party is cured of its non-volatile status condition."
"741","veevee-volley","브이브이브레이크","veevee-volley","normal","physical","","","20","트레이너를 좋아하는 이브이의 마음이 강할수록 위력이 올라가는 몸통박치기. 반드시 명중한다.","Power is equal to the greater of (user's Happiness * 2/5), rounded down, or 1."
"742","double-iron-bash","더블펀처","double-iron-bash","steel","physical","60","100","5","가슴의 너트를 축으로 회전시켜 2번 연속 팔로 힘껏 친다. 상대를 풀죽게 만들 때가 있다.","Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit. Has a 30% chance to make the target flinch."
"743","max-guard","다이월","max-guard","normal","status","","","10","상대의 공격을 전혀 받지 않는다. 연속으로 쓰면 실패하기 쉽다.","The user is protected from nearly all attacks made by other Pokemon during this turn, including Max and G-Max Moves. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn."
"744","dynamax-cannon","다이맥스포","dynamax-cannon","dragon","special","100","100","5","코어에서 빔을 발사해서 공격한다. 상대가 다이맥스 중이면 데미지가 2배가 된다.","No additional effect."
"745","snipe-shot","노려맞히기","snipe-shot","water","special","80","100","15","상대의 기술을 끌어모으는 특성이나 기술의 영향을 무시하고 선택한 상대를 공격할 수 있다.","Has a higher chance for a critical hit. This move cannot be redirected to a different target by any effect."
"746","jaw-lock","물고버티기","jaw-lock","dark","physical","80","100","10","어느 한쪽이 기절할 때까지 교체할 수 없게 된다. 한쪽의 포켓몬이 없어지면 효과가 사라진다.","Prevents the user and the target from switching out. The user and the target can still switch out if either of them is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field."
"747","stuff-cheeks","볼가득넣기","stuff-cheeks","normal","status","","","10","지니고 있는 나무열매를 먹고 방어를 크게 올린다.","This move cannot be selected unless the user is holding a Berry. The user eats its Berry and raises its Defense by 2 stages. This effect is not prevented by the Klutz or Unnerve Abilities, or the effects of Embargo or Magic Room. Fails if the user is not holding a Berry."
"748","no-retreat","배수의진","no-retreat","fighting","status","","","5","자신의 모든 능력이 올라가지만 교체하거나 도망칠 수 없게 된다.","Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage, but it becomes prevented from switching out. The user can still switch out if it uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. Fails if the user has already been prevented from switching by this effect."
"749","tar-shot","타르샷","tar-shot","rock","status","","100","15","끈적끈적한 타르를 날려서 상대의 스피드를 떨어뜨린다. 상대는 불꽃이 약점이 된다.","Lowers the target's Speed by 1 stage. Until the target switches out, the effectiveness of Fire-type moves is doubled against it."
"750","magic-powder","마법가루","magic-powder","psychic","status","","100","20","마법가루를 날려서 상대를 에스퍼타입으로 바꾼다.","Causes the target to become a Psychic type. Fails if the target is an Arceus or a Silvally, if the target is already purely Psychic type, or if the target is Terastallized."
"751","dragon-darts","드래곤애로","dragon-darts","dragon","physical","50","100","10","드라꼰으로 2번 공격한다. 상대가 2마리일 때는 각각 1번씩 공격한다.","Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit. In Double Battles, this move attempts to hit the targeted Pokemon and its ally once each. If hitting one of these Pokemon would be prevented by immunity, protection, semi-invulnerability, an Ability, or accuracy, it attempts to hit the other Pokemon twice instead. If this move is redirected, it hits that target twice."
"752","teatime","다과회","teatime","normal","status","","","10","다과회를 열어서 배틀에 나와 있는 포켓몬이 각각 지니고 있는 나무열매를 먹는다.","All active Pokemon consume their held Berries. This effect is not prevented by substitutes, the Klutz or Unnerve Abilities, or the effects of Embargo or Magic Room. Fails if no active Pokemon is holding a Berry."
"753","octolock","문어굳히기","octolock","fighting","status","","100","15","상대를 도망칠 수 없게 한다. 굳히기에 당한 상대는 매 턴 방어와 특수방어가 떨어진다.","Prevents the target from switching out. At the end of each turn during effect, the target's Defense and Special Defense are lowered by 1 stage. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field."
"754","bolt-beak","전격부리","bolt-beak","electric","physical","85","100","10","전기를 두른 부리로 찌른다. 상대보다 먼저 공격하면 기술의 위력은 2배가 된다.","Power doubles if the user moves before the target."
"755","fishious-rend","아가미물기","fishious-rend","water","physical","85","100","10","단단한 아가미로 문다. 상대보다 먼저 공격하면 기술의 위력은 2배가 된다.","Power doubles if the user moves before the target."
"756","court-change","코트체인지","court-change","normal","status","","100","10","이상한 힘으로 서로의 필드 효과를 교체한다.","Switches the Mist, Light Screen, Reflect, Spikes, Safeguard, Tailwind, Toxic Spikes, Stealth Rock, Water Pledge, Fire Pledge, Grass Pledge, Sticky Web, Aurora Veil, G-Max Steelsurge, G-Max Cannonade, G-Max Vine Lash, and G-Max Wildfire effects from the user's side to the opposing side and vice versa."
"757","max-flare","다이번","max-flare","fire","physical","100","","10","다이맥스한 포켓몬이 날리는 불꽃타입의 공격. 5턴 동안 햇살을 강하게 만든다.","Power is equal to the base move's Max Move power. If this move is successful, the effect of Sun begins. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"758","max-flutterby","다이웜","max-flutterby","bug","physical","10","","10","다이맥스한 포켓몬이 날리는 벌레타입의 공격. 상대의 특수공격을 떨어뜨린다.","Power is equal to the base move's Max Move power. If this move is successful, the Special Attack of each Pokemon on the opposing side is lowered by 1 stage, even if they have a substitute. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"759","max-lightning","다이썬더","max-lightning","electric","physical","10","","10","다이맥스한 포켓몬이 날리는 전기타입의 공격. 5턴 동안 일렉트릭필드로 만든다.","Power is equal to the base move's Max Move power. If this move is successful, the effect of Electric Terrain begins. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"760","max-strike","다이어택","max-strike","normal","physical","10","","10","다이맥스한 포켓몬이 날리는 노말타입의 공격. 상대의 스피드를 떨어뜨린다.","Power is equal to the base move's Max Move power. If this move is successful, the Speed of each Pokemon on the opposing side is lowered by 1 stage, even if they have a substitute. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"761","max-knuckle","다이너클","max-knuckle","fighting","physical","10","","10","다이맥스한 포켓몬이 날리는 격투타입의 공격. 같은 편의 공격을 올린다.","Boosts the user and its allies' Attack by 1 stage. BP scales with the base move's BP. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"762","max-phantasm","다이할로우","max-phantasm","ghost","physical","10","","10","다이맥스한 포켓몬이 날리는 고스트타입의 공격. 상대의 방어를 떨어뜨린다.","Power is equal to the base move's Max Move power. If this move is successful, the Defense of each Pokemon on the opposing side is lowered by 1 stage, even if they have a substitute. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"763","max-hailstorm","다이아이스","max-hailstorm","ice","physical","10","","10","다이맥스한 포켓몬이 날리는 얼음타입의 공격. 5턴 동안 싸라기눈을 내리게 한다.","Power is equal to the base move's Max Move power. If this move is successful, the effect of Hail begins. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"764","max-ooze","다이애시드","max-ooze","poison","physical","10","","10","다이맥스한 포켓몬이 날리는 독타입의 공격. 같은 편의 특수공격을 올린다.","Power is equal to the base move's Max Move power. If this move is successful, the Special Attack of each Pokemon on the user's side is raised by 1 stage, even if they have a substitute. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"765","max-geyser","다이스트림","max-geyser","water","physical","10","","10","다이맥스한 포켓몬이 날리는 물타입의 공격. 5턴 동안 비를 내리게 한다.","Power is equal to the base move's Max Move power. If this move is successful, the effect of Rain begins. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"766","max-airstream","다이제트","max-airstream","flying","physical","10","","10","다이맥스한 포켓몬이 날리는 비행타입의 공격. 같은 편의 스피드를 올린다.","Power is equal to the base move's Max Move power. If this move is successful, the Speed of each Pokemon on the user's side is raised by 1 stage, even if they have a substitute. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"767","max-starfall","다이페어리","max-starfall","fairy","physical","10","","10","다이맥스한 포켓몬이 날리는 페어리타입의 공격. 5턴 동안 미스트필드로 만든다.","Power is equal to the base move's Max Move power. If this move is successful, the effect of Misty Terrain begins. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"768","max-wyrmwind","다이드라군","max-wyrmwind","dragon","physical","10","","10","다이맥스한 포켓몬이 날리는 드래곤타입의 공격. 상대의 공격을 떨어뜨린다.","Power is equal to the base move's Max Move power. If this move is successful, the Attack of each Pokemon on the opposing side is lowered by 1 stage, even if they have a substitute. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"769","max-mindstorm","다이사이코","max-mindstorm","psychic","physical","10","","10","다이맥스한 포켓몬이 날리는 에스퍼타입의 공격. 5턴 동안 사이코필드로 만든다.","Power is equal to the base move's Max Move power. If this move is successful, the effect of Psychic Terrain begins. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"770","max-rockfall","다이록","max-rockfall","rock","physical","10","","10","다이맥스한 포켓몬이 날리는 바위타입의 공격. 5턴 동안 날씨를 모래바람으로 만든다.","Power is equal to the base move's Max Move power. If this move is successful, the effect of Sandstorm begins. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"771","max-quake","다이어스","max-quake","ground","physical","10","","10","다이맥스한 포켓몬이 날리는 땅타입의 공격. 같은 편의 특수방어를 올린다.","Power is equal to the base move's Max Move power. If this move is successful, the Special Defense of each Pokemon on the user's side is raised by 1 stage, even if they have a substitute. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"772","max-darkness","다이아크","max-darkness","dark","physical","10","","10","다이맥스한 포켓몬이 날리는 악타입의 공격. 상대의 특수방어를 떨어뜨린다.","Power is equal to the base move's Max Move power. If this move is successful, the Special Defense of each Pokemon on the opposing side is lowered by 1 stage, even if they have a substitute. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"773","max-overgrowth","다이그래스","max-overgrowth","grass","physical","10","","10","다이맥스한 포켓몬이 날리는 풀타입의 공격. 5턴 동안 그래스필드로 만든다.","Power is equal to the base move's Max Move power. If this move is successful, the effect of Grassy Terrain begins. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"774","max-steelspike","다이스틸","max-steelspike","steel","physical","10","","10","다이맥스한 포켓몬이 날리는 강철타입의 공격. 같은 편의 방어를 올린다.","Power is equal to the base move's Max Move power. If this move is successful, the Defense of each Pokemon on the user's side is raised by 1 stage, even if they have a substitute. This effect does not happen if the user is not Dynamaxed. If this move is used as a base move, it deals damage with a power of 0."
"775","clangorous-soul","소울비트","clangorous-soul","dragon","status","","100","5","자신의 HP를 조금 깎아서 모든 능력을 올린다.","Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage in exchange for the user losing 33% of its maximum HP, rounded down. Fails if the user would faint or if its Attack, Defense, Special Attack, Special Defense, and Speed stat stages would not change."
"776","body-press","바디프레스","body-press","fighting","physical","80","100","10","몸을 부딪쳐서 공격한다. 방어가 높을수록 주는 데미지가 올라간다.","Damage is calculated using the user's Defense stat as its Attack, including stat stage changes. Other effects that modify the Attack stat are used as normal."
"777","decorate","데코레이션","decorate","fairy","status","","","15","데코레이션을 해서 상대의 공격과 특수공격을 크게 올린다.","Raises the target's Attack and Special Attack by 2 stages."
"778","drum-beating","드럼어택","drum-beating","grass","physical","80","100","10","드럼의 뿌리를 연주로 조종해서 공격하는 것으로 상대의 스피드를 떨어뜨린다.","Has a 100% chance to lower the target's Speed by 1 stage."
"779","snap-trap","집게덫","snap-trap","grass","physical","35","100","15","집게덫으로 붙잡은 뒤 4-5턴 동안 상대를 끼워서 공격한다.","Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Shed Tail, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Mortal Spin, Rapid Spin, or Substitute successfully. This effect is not stackable or reset by using this or another binding move."
"780","pyro-ball","화염볼","pyro-ball","fire","physical","120","90","5","작은 돌을 태운 불꽃의 공으로 상대를 공격한다. 화상 상태로 만들 때가 있다.","Has a 10% chance to burn the target."
"781","behemoth-blade","거수참","behemoth-blade","steel","physical","100","100","5","거대한 검이 되어 베어버린다. 상대가 다이맥스 중이면 데미지가 2배가 된다.","No additional effect."
"782","behemoth-bash","거수탄","behemoth-bash","steel","physical","100","100","5","거대한 방패가 되어 부딪친다. 상대가 다이맥스 중이면 데미지가 2배가 된다.","No additional effect."
"783","aura-wheel","오라휠","aura-wheel","electric","physical","110","100","10","볼주머니에 저장해둔 에너지로 공격하고 자신의 스피드를 올린다. 모르페코의 모습에 따라 타입이 바뀐다.","Has a 100% chance to raise the user's Speed by 1 stage. If the user is a Morpeko in Full Belly Mode, this move is Electric type. If the user is a Morpeko in Hangry Mode, this move is Dark type. This move cannot be used successfully unless the user's current form, while considering Transform, is Full Belly or Hangry Mode Morpeko."
"784","breaking-swipe","와이드브레이커","breaking-swipe","dragon","physical","60","100","15","강인한 꼬리를 세차게 휘둘러서 상대를 공격한다. 상대의 공격을 떨어뜨린다.","Has a 100% chance to lower the target's Attack by 1 stage."
"785","branch-poke","가지찌르기","branch-poke","grass","physical","40","100","40","날카롭고 뾰족한 가지로 상대를 찔러서 공격한다.","No additional effect."
"786","overdrive","오버드라이브","overdrive","electric","special","80","100","10","기타나 베이스를 쳐서 큰 울림과 강한 진동을 상대에게 전달하여 공격한다.","No additional effect."
"787","apple-acid","사과산","apple-acid","grass","special","80","100","10","새콤한 사과에서 만들어 낸 산성 액체로 공격한다. 상대의 특수방어를 떨어뜨린다.","Has a 100% chance to lower the target's Special Defense by 1 stage."
"788","grav-apple","G의힘","grav-apple","grass","physical","80","100","10","높은 곳에서 사과를 떨어뜨려서 데미지를 준다. 상대의 방어를 떨어뜨린다.","Has a 100% chance to lower the target's Defense by 1 stage. Power is multiplied by 1.5 during Gravity's effect."
"789","spirit-break","소울크래시","spirit-break","fairy","physical","75","100","15","맞으면 기가 꺾여버릴 것 같은 기세로 공격한다. 상대의 특수공격을 떨어뜨린다.","Has a 100% chance to lower the target's Special Attack by 1 stage."
"790","strange-steam","원더스팀","strange-steam","fairy","special","90","95","10","연기를 분출해서 상대를 공격한다. 혼란시킬 때가 있다.","Has a 20% chance to confuse the target."
"791","life-dew","생명의물방울","life-dew","water","status","","","10","신비한 물을 흩뿌려서 자신과 배틀에 나와 있는 같은 편의 HP를 회복한다.","Each Pokemon on the user's side restores 1/4 of its maximum HP, rounded half up."
"792","obstruct","블로킹","obstruct","dark","status","","100","10","상대의 공격을 전혀 받지 않는다. 연속으로 쓰면 실패하기 쉽다. 접촉한 상대의 방어를 크게 떨어뜨린다.","The user is protected from most attacks made by other Pokemon during this turn, and Pokemon trying to make contact with the user have their Defense lowered by 2 stages. Non-damaging moves go through this protection. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn."
"793","false-surrender","사죄의찌르기","false-surrender","dark","physical","80","","10","고개를 숙이는 척하면서 흐트러진 머리카락으로 찌른다. 공격은 반드시 명중한다.","This move does not check accuracy."
"794","meteor-assault","스타어설트","meteor-assault","fighting","physical","150","100","5","굵은 줄기를 휘둘러서 공격한다. 단 자신도 비틀거리기 때문에 다음 턴은 움직일 수 없다.","If this move is successful, the user must recharge on the following turn and cannot select a move."
"795","eternabeam","무한다이빔","eternabeam","dragon","special","160","90","5","본래의 모습이 된 무한다이노 최대의 공격. 다음 턴은 움직일 수 없다.","If this move is successful, the user must recharge on the following turn and cannot select a move."
"796","steel-beam","철제광선","steel-beam","steel","special","140","95","5","전신에서 끌어모은 강철을 빔으로 바꿔 세차게 발사한다. 자신도 데미지를 받는다.","Whether or not this move is successful and even if it would cause fainting, the user loses 1/2 of its maximum HP, rounded up, unless the user has the Magic Guard Ability."
"797","expanding-force","와이드포스","expanding-force","psychic","special","80","100","10","사이코 파워로 상대를 공격한다. 사이코필드일 때는 위력이 오르며 모든 상대에게 데미지를 준다.","If the current terrain is Psychic Terrain and the user is grounded, this move hits all opposing Pokemon and has its power multiplied by 1.5."
"798","steel-roller","아이언롤러","steel-roller","steel","physical","130","100","5","필드를 파괴하면서 공격한다. 필드가 어떤 상태로든 변해 있지 않은 경우 기술은 실패한다.","Fails if there is no terrain active. Ends the effects of Electric Terrain, Grassy Terrain, Misty Terrain, and Psychic Terrain."
"799","scale-shot","스케일샷","scale-shot","dragon","physical","25","90","20","비늘을 쏘아서 공격한다. 2-5회 동안 연속으로 쓴다. 스피드가 올라가지만 방어가 떨어진다.","Hits two to five times. Lowers the user's Defense by 1 stage and raises the user's Speed by 1 stage after the last hit. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times."
"800","meteor-beam","메테오빔","meteor-beam","rock","special","120","90","10","1턴째에 우주의 힘을 모아서 특수공격을 올리고 2턴째에 상대를 공격한다.","This attack charges on the first turn and executes on the second. Raises the user's Special Attack by 1 stage on the first turn. If the user is holding a Power Herb, the move completes in one turn."
"801","shell-side-arm","셸암즈","shell-side-arm","poison","special","90","100","10","물리와 특수 중 더 많은 데미지를 줄 수 있는 능력으로 공격한다. 독 상태로 만들 때가 있다.","Has a 20% chance to poison the target. This move becomes a physical attack that makes contact if the value of ((((2 * the user's level / 5 + 2) * 90 * X) / Y) / 50), where X is the user's Attack stat and Y is the target's Defense stat, is greater than the same value where X is the user's Special Attack stat and Y is the target's Special Defense stat. No stat modifiers other than stat stage changes are considered for this purpose. If the two values are equal, this move chooses a damage category at random."
"802","misty-explosion","미스트버스트","misty-explosion","fairy","special","100","100","5","자신의 주위에 있는 모두를 공격하지만 사용하면 기절한다. 미스트필드일 때 위력이 올라간다.","If the current terrain is Misty Terrain and the user is grounded, this move's power is multiplied by 1.5. The user faints after using this move, even if this move fails for having no target. This move is prevented from executing if any active Pokemon has the Damp Ability."
"803","grassy-glide","그래스슬라이더","grassy-glide","grass","physical","55","100","20","지면에 미끄러지듯 상대를 공격한다. 그래스필드일 때 반드시 선제공격할 수 있다.","If the current terrain is Grassy Terrain and the user is grounded, this move has its priority increased by 1."
"804","rising-voltage","라이징볼트","rising-voltage","electric","special","70","100","20","지면에서 올라오는 전격으로 공격한다. 상대가 일렉트릭필드 위에 있을 때 기술의 위력이 2배가 된다.","If the current terrain is Electric Terrain and the target is grounded, this move's power is doubled."
"805","terrain-pulse","대지의파동","terrain-pulse","normal","special","50","100","10","필드의 힘을 빌려서 공격한다. 사용했을 때의 필드 상태에 따라서 기술 타입과 위력이 바뀐다.","Power doubles if the user is grounded and a terrain is active, and this move's type changes to match. Electric type during Electric Terrain, Grass type during Grassy Terrain, Fairy type during Misty Terrain, and Psychic type during Psychic Terrain."
"806","skitter-smack","엄습하는일격","skitter-smack","bug","physical","70","90","10","배후에서 엄습해서 공격한다. 상대의 특수공격을 떨어뜨린다.","Has a 100% chance to lower the target's Special Attack by 1 stage."
"807","burning-jealousy","질투의불꽃","burning-jealousy","fire","special","70","100","5","질투의 에너지로 상대를 공격한다. 그 턴에 능력이 올라간 포켓몬을 화상 상태로 만든다.","Has a 100% chance to burn the target if it had a stat stage raised this turn."
"808","lash-out","분풀이","lash-out","dark","physical","75","100","5","상대에 대한 울분이 담긴 공격을 한다. 그 턴에 능력이 떨어져 있으면 기술의 위력이 2배가 된다.","Power doubles if the user had a stat stage lowered this turn."
"809","poltergeist","폴터가이스트","poltergeist","ghost","physical","110","90","5","상대의 지닌 물건을 조종해서 공격한다. 상대가 도구를 지니고 있지 않으면 실패한다.","Fails if the target has no held item."
"810","corrosive-gas","부식가스","corrosive-gas","poison","status","","100","40","주위에 있는 모든 것을 강력한 산성 가스로 뒤덮어서 지니고 있는 도구를 녹여버린다.","The target loses its held item. This move cannot cause Pokemon with the Sticky Hold Ability to lose their held item or cause a Kyogre, Groudon, Dialga, Palkia, Giratina, Arceus, Genesect, Silvally, Zacian, Zamazenta, Paradox Pokemon, or Ogerpon to lose their Blue Orb, Red Orb, Adamant Crystal, Lustrous Globe, Griseous Core, Plate, Drive, Memory, Rusted Sword, Rusted Shield, Booster Energy, or Mask, respectively. In this case, Paradox Pokemon include every species with the Protosynthesis and Quark Drive Abilities, except Gouging Fire, Raging Bolt, Iron Boulder, and Iron Crown. Items lost to this move cannot be regained with Recycle or the Harvest Ability."
"811","coaching","코칭","coaching","fighting","status","","","10","적절한 지도를 통해서 같은 편 전원의 공격과 방어를 올린다.","Raises the target's Attack and Defense by 1 stage. Fails if there is no ally adjacent to the user."
"812","flip-turn","퀵턴","flip-turn","water","physical","60","100","20","공격한 뒤 굉장한 스피드로 돌아와서 교대 포켓몬과 교체한다.","If this move is successful and the user has not fainted, the user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members, or if the target switched out using an Eject Button or through the effect of the Emergency Exit or Wimp Out Abilities."
"813","triple-axel","트리플악셀","triple-axel","ice","physical","20","90","10","3회 연속으로 킥을 날려 공격한다. 기술이 맞을 때마다 위력이 올라간다.","Hits three times. Power increases to 40 for the second hit and 60 for the third. This move checks accuracy for each hit, and the attack ends if the target avoids a hit. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit three times."
"814","dual-wingbeat","더블윙","dual-wingbeat","flying","physical","40","90","10","날개를 상대에게 부딪쳐서 공격한다. 2회 연속으로 데미지를 준다.","Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit."
"815","scorching-sands","열사의대지","scorching-sands","ground","special","70","100","10","뜨겁게 달궈진 모래를 상대에게 부딪쳐서 공격한다. 화상 상태로 만들 때가 있다.","Has a 30% chance to burn the target. The target thaws out if it is frozen."
"816","jungle-healing","정글힐","jungle-healing","grass","status","","","10","정글과 하나가 되어 자신과 배틀에 나와 있는 같은 편의 HP와 모든 상태를 회복한다.","Each Pokemon on the user's side restores 1/4 of its maximum HP, rounded half up, and has its status condition cured."
"817","wicked-blow","암흑강타","wicked-blow","dark","physical","75","100","5","악의 태세가 극에 달하여 강렬한 일격을 날린다. 반드시 급소에 맞는다.","This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities."
"818","surging-strikes","수류연타","surging-strikes","water","physical","25","100","5","물의 태세가 극에 달하여 물 흐르듯 3회의 연격을 날린다. 반드시 급소에 맞는다.","Hits three times. This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities."
"819","thunder-cage","썬더프리즌","thunder-cage","electric","special","80","90","15","전기가 흐르는 우리 안에 4-5턴 동안 상대를 가두어 공격한다.","Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Shed Tail, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Mortal Spin, Rapid Spin, or Substitute successfully. This effect is not stackable or reset by using this or another binding move."
"820","dragon-energy","드래곤에너지","dragon-energy","dragon","special","150","100","5","생명력을 파워로 바꿔서 상대를 공격한다. 자신의 HP가 적을수록 기술의 위력이 떨어진다.","Power is equal to (user's current HP * 150 / user's maximum HP), rounded down, but not less than 1."
"821","freezing-glare","얼어붙는시선","freezing-glare","psychic","special","90","100","10","두 눈에서 사이코 파워를 발사해서 공격한다. 얼음 상태로 만들 때가 있다.","Has a 10% chance to freeze the target."
"822","fiery-wrath","타오르는분노","fiery-wrath","dark","special","90","100","10","분노를 불꽃 같은 오라로 바꿔서 공격한다. 상대를 풀죽게 만들 때가 있다.","Has a 20% chance to make the target flinch."
"823","thunderous-kick","천둥차기","thunderous-kick","fighting","physical","90","100","10","번개 같은 움직임으로 상대를 농락하며 킥을 날린다. 상대의 방어를 떨어뜨린다.","Has a 100% chance to lower the target's Defense by 1 stage."
"824","glacial-lance","블리자드랜스","glacial-lance","ice","physical","120","100","5","눈보라를 두른 얼음의 창을 상대에게 던져서 공격한다.","No additional effect."
"825","astral-barrage","아스트랄비트","astral-barrage","ghost","special","120","100","5","수많은 작은 영체를 상대에게 부딪쳐서 공격한다.","No additional effect."
"826","eerie-spell","섬뜩한주문","eerie-spell","psychic","special","80","100","5","강력한 사이코 파워로 공격한다. 상대가 마지막으로 사용한 기술의 PP를 3만큼 줄인다.","If this move is successful and the user has not fainted, the target loses 3 PP from its last move."
"827","dire-claw","페이탈클로","dire-claw","poison","physical","80","100","15","상대를 공격하여 독, 마비, 졸음 상태 중 하나를 부여한다. 급소율이 높다.","Has a 50% chance to cause the target to either fall asleep, become poisoned, or become paralyzed."
"828","psyshield-bash","배리어러시","psyshield-bash","psychic","physical","70","90","10","염동력의 장막을 두르고 돌진한다. 자신의 방어와 특수방어가 오른다.","Has a 100% chance to raise the user's Defense by 1 stage."
"829","power-shift","파워시프트","power-shift","normal","status","","","10","자신의 공격과 방어, 특수공격과 특수방어 능력치를 맞바꾼다.","The user swaps its Attack and Defense stats, and stat stage changes remain on their respective stats. This move can be used again to swap the stats back. If the user uses Baton Pass, the replacement will have its Attack and Defense stats swapped if the effect is active. If the user has its stats recalculated by changing forme while its stats are swapped, this effect is ignored but is still active for the purposes of Baton Pass."
